user_id,lon,lat,height,P_RX_35,P_RX_28
30,248.423,496.971,2.0,-95.66174048727815,-108.45096050510759
31,248.623,496.971,2.0,-87.41241361253427,-124.4921000937866
32,248.82299999999998,496.971,2.0,-82.62651402277159,-118.42036300106847
33,249.023,496.971,2.0,-80.75677322187504,-125.00941732939307
34,249.22299999999998,496.971,2.0,-80.53640590496153,-114.00378250952369
35,249.423,496.971,2.0,-81.6690819174633,-123.05848396183745
36,249.623,496.971,2.0,-84.3201719070966,-120.93102670091845
37,249.82299999999998,496.971,2.0,-89.46412118237234,-120.38587742754501
38,250.023,496.971,2.0,-104.7741626287769,-121.21015254179702
39,250.22299999999998,496.971,2.0,-94.5420344756468,-123.694780007638
40,250.423,496.971,2.0,-88.62050522770642,-124.39734580871229
41,250.623,496.971,2.0,-87.2168019259773,-118.71940410719843
42,250.82299999999998,496.971,2.0,-86.4318732498022,-124.6576936060118
43,251.023,496.971,2.0,-85.99091582707197,-126.11929661641872
44,251.22299999999998,496.971,2.0,-86.66345029202154,-106.93030976621615
45,251.423,496.971,2.0,-95.03756667869843,-108.18046530780327
46,251.623,496.971,2.0,-90.96965912075278,-107.64610413759378
47,251.82299999999998,496.971,2.0,-97.63643992042758,-105.30943486637858
48,252.023,496.971,2.0,-95.33596164667557,-105.50694581994583
49,252.22299999999998,496.971,2.0,-91.35088577824213,-107.13961706815688
50,252.423,496.971,2.0,-101.14995139105471,-107.0765954617002
51,252.623,496.971,2.0,-93.49738628249759,-106.94122526243004
52,252.82299999999998,496.971,2.0,-90.06596172941157,-105.38728922673181
53,253.023,496.971,2.0,-98.65945398795327,-125.77852639122204
54,253.22299999999998,496.971,2.0,-103.2461314326879,-118.57625126882601
55,253.423,496.971,2.0,-97.71728358325657,-117.59523062408697
56,253.623,496.971,2.0,-95.16262508524271,-125.4236995018046
57,253.82299999999998,496.971,2.0,-95.68390077580176,-120.55476909436102
58,254.023,496.971,2.0,-99.19686071859267,-122.5645826395936
59,254.22299999999998,496.971,2.0,-105.7266059533991,-124.78072374480357
60,254.423,496.971,2.0,-102.79754717028469,-125.75829704206251
61,254.623,496.971,2.0,-99.27681125191755,-122.03154478350862
62,254.82299999999998,496.971,2.0,-98.64630505693393,-128.22384470756452
63,255.023,496.971,2.0,-99.65440579265568,-119.88158702170837
64,255.22299999999998,496.971,2.0,-100.74439464668419,-123.53387045158829
65,255.423,496.971,2.0,-100.64296169877557,-121.0131698387533
66,255.623,496.971,2.0,-100.48337443904597,-122.30133265340699
67,255.82299999999998,496.971,2.0,-101.59954977221348,-117.54255778902319
68,256.02299999999997,496.971,2.0,-104.39715089174003,-119.99233996356926
69,256.223,496.971,2.0,-106.61242570057134,-117.51307119663207
70,256.423,496.971,2.0,-104.24647882165837,-130.98599047023592
71,256.623,496.971,2.0,-102.02204461348998,-126.52871303906416
72,256.823,496.971,2.0,-101.72609268866694,-125.15706596970183
73,257.02299999999997,496.971,2.0,-103.6146606209964,-126.77663301297692
74,257.223,496.971,2.0,-108.78361982060751,-122.98007276795424
75,257.423,496.971,2.0,-113.75718326947032,-117.69451726352617
76,257.623,496.971,2.0,-106.31281849933352,-124.71110423736249
77,257.823,496.971,2.0,-102.92180164157281,-127.84258296416203
78,258.02299999999997,496.971,2.0,-102.17869686635517,-123.85825384344385
79,258.223,496.971,2.0,-103.47802081538255,-121.54841020216905
80,258.423,496.971,2.0,-105.57921467177438,-121.32654288923476
81,258.623,496.971,2.0,-103.05297265465006,-116.3950142098542
82,258.823,496.971,2.0,-98.52883521210379,-118.75515981863502
83,259.02299999999997,496.971,2.0,-95.27477061520209,-128.66000312694948
84,259.223,496.971,2.0,-93.18882992344031,-117.48849066864867
85,259.423,496.971,2.0,-91.99097080882086,-116.90912086958532
86,259.623,496.971,2.0,-91.51189381514547,-118.29748957155243
87,259.823,496.971,2.0,-91.65605903268676,-119.56787136780116
88,260.02299999999997,496.971,2.0,-92.36808143615099,-122.91871131424017
89,260.223,496.971,2.0,-93.59844236834859,-134.86717287741985
90,260.423,496.971,2.0,-91.61525210843634,-108.82083529273612
91,260.623,496.971,2.0,-92.729910282305,-109.66116501700542
92,260.823,496.971,2.0,-96.01759679845463,-107.33558688528375
93,261.02299999999997,496.971,2.0,-103.8227975580366,-109.29536132605708
94,261.223,496.971,2.0,-109.09898988145257,-107.00431142949328
95,261.423,496.971,2.0,-98.38059170745709,-114.1273906953996
96,261.623,496.971,2.0,-97.38114654541286,-119.55741187478971
97,261.823,496.971,2.0,-96.12395016366946,-113.2379101227714
98,262.02299999999997,496.971,2.0,-94.58863282717371,-123.79108353778912
99,262.223,496.971,2.0,-92.9705546319707,-113.83686164735497
100,262.423,496.971,2.0,-91.45712222580279,-136.1739476793269
101,262.623,496.971,2.0,-90.1586566382364,-118.86430561698657
102,262.823,496.971,2.0,-89.11733098279632,-126.90793444931353
103,263.02299999999997,496.971,2.0,-88.33961138495866,-130.2998382206653
104,263.223,496.971,2.0,-87.81412480799037,-119.86847512796203
105,263.423,496.971,2.0,-87.52501551906612,-119.1132167823527
106,263.623,496.971,2.0,-87.45189990316373,-127.08390029597749
107,263.823,496.971,2.0,-87.57578758867194,-128.29910178814043
108,264.02299999999997,496.971,2.0,-87.87481305620047,-132.60955632257185
109,264.223,496.971,2.0,-88.32515102913469,-133.45754396776124
110,264.423,496.971,2.0,-88.89725977285207,-121.19067776130515
111,264.623,496.971,2.0,-89.5552065776055,-136.22046919676865
112,264.823,496.971,2.0,-90.2545915692916,-134.17546376965421
113,265.02299999999997,496.971,2.0,-90.94001949812258,-116.39942953594183
114,265.223,496.971,2.0,-91.5485641115233,-141.5673327735928
115,265.423,496.971,2.0,-92.01517242456502,-117.50433621385426
116,265.623,496.971,2.0,-92.28723743617286,-134.74396122102485
117,265.823,496.971,2.0,-92.33662185105267,-114.78338110552129
118,266.02299999999997,496.971,2.0,-92.16598556527924,-136.8671951801512
119,266.223,496.971,2.0,-91.81033576501875,-137.36686765603278
120,266.423,496.971,2.0,-91.32101368180905,-145.66979852488583
121,266.623,496.971,2.0,-90.75307031746185,-116.27502940500722
122,266.823,496.971,2.0,-90.15512761700892,-143.70243588851284
123,267.02299999999997,496.971,2.0,-89.5661227005342,-143.79286463426584
124,267.223,496.971,2.0,-89.01247575041772,-119.40496989424047
125,267.423,496.971,2.0,-88.51416822476595,-135.91852609357946
126,267.623,496.971,2.0,-88.08054641065523,-120.19508740363952
127,267.823,496.971,2.0,-87.71735207728695,-123.55718444046835
128,268.02299999999997,496.971,2.0,-87.42548352072322,-139.843622318674
129,268.223,496.971,2.0,-87.2023392155003,-131.76003796195775
130,268.423,496.971,2.0,-87.04390465238316,-132.68160583093135
131,268.623,496.971,2.0,-86.94388625514088,-134.44386670840566
132,268.823,496.971,2.0,-86.89554040268058,-124.75980173007997
133,269.02299999999997,496.971,2.0,-86.8901063515119,-121.8539863051036
134,269.223,496.971,2.0,-86.91959052339767,-121.8985850703749
135,269.423,496.971,2.0,-86.97586665810232,-121.2395820059584
136,269.623,496.971,2.0,-87.05246089744149,-118.28762317868205
137,269.823,496.971,2.0,-87.14219858898126,-131.21821463459378
138,270.02299999999997,496.971,2.0,-87.2412070717141,-134.4917505563731
139,270.223,496.971,2.0,-87.34624432602998,-115.68363352321654
140,270.423,496.971,2.0,-87.45636309037369,-141.31023089722672
141,270.623,496.971,2.0,-87.57176416323681,-115.72938960539965
142,270.823,496.971,2.0,-87.69301421355621,-114.71256661315562
143,271.02299999999997,496.971,2.0,-87.82243969175155,-129.7207842310151
144,271.223,496.971,2.0,-87.96193451044903,-132.95318416303465
145,271.423,496.971,2.0,-88.11095699395622,-137.93271706811873
146,271.623,496.971,2.0,-88.27208766509264,-116.68783513419953
147,271.823,496.971,2.0,-88.44363562534747,-143.95956339109313
148,272.02299999999997,496.971,2.0,-88.6243901601918,-131.89128262537025
149,272.223,496.971,2.0,-88.81123876556806,-137.61699611998432
150,272.423,496.971,2.0,-89.00158622136655,-118.19631385744799
151,272.623,496.971,2.0,-89.1908033475972,-133.6213812116367
152,272.823,496.971,2.0,-89.37611277946543,-119.89830567166563
153,273.02299999999997,496.971,2.0,-89.55285964681579,-139.64940723247267
154,273.223,496.971,2.0,-89.7192478926174,-122.19987830667078
155,273.423,496.971,2.0,-89.87269974150874,-143.60157309371832
156,273.623,496.971,2.0,-90.01346411318167,-141.53483644660494
157,273.823,496.971,2.0,-90.14125801549972,-132.79034007955374
158,274.02299999999997,496.971,2.0,-90.25818541495946,-143.34055955265535
159,274.223,496.971,2.0,-90.36582715788596,-149.99707062261683
160,274.423,496.971,2.0,-90.46612563020005,-140.65406961596707
161,274.623,496.971,2.0,-90.56102853712282,-127.90726617439077
162,274.823,496.971,2.0,-90.65091646491473,-138.97374967764722
163,275.02299999999997,496.971,2.0,-90.7354418745825,-138.0373527980321
164,275.223,496.971,2.0,-90.81309199279404,-135.40140799813588
165,275.423,496.971,2.0,-90.8802432521604,-132.91957298771644
166,275.623,496.971,2.0,-90.9313141182833,-119.41160822486216
167,275.823,496.971,2.0,-90.96184105101565,-117.45846650821954
168,276.02299999999997,496.971,2.0,-90.96569633781434,-131.54169325295334
169,276.223,496.971,2.0,-90.93686188211088,-118.43088926524598
170,276.423,496.971,2.0,-90.87137965734514,-118.51180464865908
171,276.623,496.971,2.0,-90.76653916120746,-116.57602230808878
172,276.823,496.971,2.0,-90.62224564292009,-115.30657483915746
173,277.02299999999997,496.971,2.0,-90.44106187756404,-115.43921229225273
174,277.223,496.971,2.0,-90.22775526333028,-128.17246988612146
175,277.423,496.971,2.0,-89.98841112596185,-117.91837806062914
176,277.623,496.971,2.0,-89.73099747538198,-116.63223370966898
177,277.823,496.971,2.0,-89.4629902959167,-128.71553875509568
178,278.02299999999997,496.971,2.0,-89.19195100155561,-127.72241822424658
179,278.223,496.971,2.0,-88.92434504625997,-114.93604216253617
180,278.423,496.971,2.0,-88.66634722424598,-117.43344474749324
181,242.423,497.171,2.0,-66.99905815312778,-104.18162979143437
182,242.623,497.171,2.0,-67.30310939544755,-99.82144770537333
183,242.82299999999998,497.171,2.0,-69.05820352419808,-92.71549520171355
184,243.023,497.171,2.0,-70.98553738895842,-102.98938916939761
185,243.22299999999998,497.171,2.0,-70.95446663574565,-102.64916721193119
186,243.423,497.171,2.0,-71.31974356752559,-101.86786280764392
187,243.623,497.171,2.0,-73.506375858958,-94.76466680903278
188,243.82299999999998,497.171,2.0,-74.26819204365478,-123.70116512694005
189,244.023,497.171,2.0,-75.36519748966818,-103.06765662332565
190,244.22299999999998,497.171,2.0,-76.05502772466338,-112.82072594238115
191,244.423,497.171,2.0,-77.40320614482314,-99.95512890762976
192,244.623,497.171,2.0,-80.56185398970463,-99.06252467615428
193,244.82299999999998,497.171,2.0,-87.0417508781062,-125.27897304799885
194,245.023,497.171,2.0,-90.92991460995145,-128.4834025416559
195,245.22299999999998,497.171,2.0,-86.08107051977768,-105.82553674316344
196,245.423,497.171,2.0,-85.40424645706003,-101.4945467613228
197,245.623,497.171,2.0,-87.33251238167581,-101.84563905106374
198,245.82299999999998,497.171,2.0,-86.86212542569129,-106.34774424505363
199,246.023,497.171,2.0,-83.46045908475034,-122.79362680334549
200,246.22299999999998,497.171,2.0,-81.70046221761237,-106.06159675524614
201,246.423,497.171,2.0,-82.23392149218199,-132.43600487524964
202,246.623,497.171,2.0,-85.89876787438966,-104.76296921247629
203,246.82299999999998,497.171,2.0,-101.17998841989657,-109.15723533270912
204,247.023,497.171,2.0,-87.98001876478389,-125.73484910350759
205,247.22299999999998,497.171,2.0,-81.76576972599582,-109.42189645129316
206,247.423,497.171,2.0,-79.35005373889199,-123.5009775964228
207,247.623,497.171,2.0,-78.92560349931746,-106.39171105406335
208,247.82299999999998,497.171,2.0,-80.21594588952276,-110.12798380665102
209,248.023,497.171,2.0,-83.70616111828221,-141.60560093084356
210,248.22299999999998,497.171,2.0,-92.10602898978657,-127.4173529153475
211,248.423,497.171,2.0,-92.20784431608632,-114.93474825356573
212,248.623,497.171,2.0,-84.4586103491055,-121.29574239305131
213,248.82299999999998,497.171,2.0,-81.4571146031998,-114.4192331677603
214,249.023,497.171,2.0,-80.47965189875708,-118.64503052601603
215,249.22299999999998,497.171,2.0,-80.91755093093838,-127.22399569741718
216,249.423,497.171,2.0,-82.72077882601346,-125.40104492876905
217,249.623,497.171,2.0,-86.3635014009507,-119.91215866414197
218,249.82299999999998,497.171,2.0,-94.11845637825243,-118.4717433425397
219,250.023,497.171,2.0,-101.89348837200762,-121.02575440839892
220,250.22299999999998,497.171,2.0,-90.32806697759425,-120.00682614234834
221,250.423,497.171,2.0,-86.74245005236392,-120.32181263047148
222,250.623,497.171,2.0,-85.40342515033925,-120.4697094226144
223,250.82299999999998,497.171,2.0,-85.37139994696616,-125.89989854852837
224,251.023,497.171,2.0,-86.35944367878123,-125.24101284280675
225,251.22299999999998,497.171,2.0,-89.80396403445695,-105.83548631588735
226,251.423,497.171,2.0,-87.14214771162978,-106.29515301890514
227,251.623,497.171,2.0,-95.31293092884418,-107.75729634675237
228,251.82299999999998,497.171,2.0,-93.88059570868822,-108.33362342896368
229,252.023,497.171,2.0,-90.82726587992661,-106.20744146687304
230,252.22299999999998,497.171,2.0,-100.68254588860542,-104.7373662808503
231,252.423,497.171,2.0,-91.5914734039349,-106.65064670812528
232,252.623,497.171,2.0,-91.25144087132655,-107.05495283319644
233,252.82299999999998,497.171,2.0,-102.85314615690835,-105.91708252742315
234,253.023,497.171,2.0,-94.73961210778626,-133.95242530000394
235,253.22299999999998,497.171,2.0,-98.23989041613915,-123.58360236542916
236,253.423,497.171,2.0,-100.40667563178388,-118.81493662902871
237,253.623,497.171,2.0,-95.70575372950887,-124.5125819505513
238,253.82299999999998,497.171,2.0,-93.22977150725806,-120.1833496670844
239,254.023,497.171,2.0,-93.260381931213,-117.78693106724424
240,254.22299999999998,497.171,2.0,-95.61748359311564,-127.04576822998328
241,254.423,497.171,2.0,-100.98579040459569,-117.20081860334643
242,254.623,497.171,2.0,-108.00779315852104,-128.22764498981974
243,254.82299999999998,497.171,2.0,-103.79171562493603,-117.29117506796477
244,255.023,497.171,2.0,-102.20718006627689,-131.17545308818285
245,255.22299999999998,497.171,2.0,-103.48857766926898,-124.34744811782444
246,255.423,497.171,2.0,-104.12675146923434,-130.60390321646364
247,255.623,497.171,2.0,-101.45056930871134,-119.97419618485
248,255.82299999999998,497.171,2.0,-99.28379482795185,-123.07479696695651
249,256.02299999999997,497.171,2.0,-98.79432960272356,-121.35552274112469
250,256.223,497.171,2.0,-99.94054047868104,-126.22204566185934
251,256.423,497.171,2.0,-102.59470631375038,-120.83270896040476
252,256.623,497.171,2.0,-105.58524712199812,-123.26507922825336
253,256.823,497.171,2.0,-105.72055341596996,-129.10900095143933
254,257.02299999999997,497.171,2.0,-104.6427257252974,-125.45543054089399
255,257.223,497.171,2.0,-104.89587409417082,-118.70986026626484
256,257.423,497.171,2.0,-106.53161028735511,-118.32915708178598
257,257.623,497.171,2.0,-107.25967724773439,-117.0108918625131
258,257.823,497.171,2.0,-105.11326332243401,-124.07085706743301
259,258.02299999999997,497.171,2.0,-103.1102850815694,-117.72260272204971
260,258.223,497.171,2.0,-102.71593013687806,-122.36892403420988
261,258.423,497.171,2.0,-104.53111454870965,-121.84757198415403
262,258.623,497.171,2.0,-110.73493710773334,-119.53130184836768
263,258.823,497.171,2.0,-111.65158561177037,-122.99847543399993
264,259.02299999999997,497.171,2.0,-102.01535119226801,-123.89837801270116
265,259.223,497.171,2.0,-97.31473220680283,-124.59710445432334
266,259.423,497.171,2.0,-94.54480827366531,-116.29603681119441
267,259.623,497.171,2.0,-92.90472128850367,-115.66738413170481
268,259.823,497.171,2.0,-92.07969033614359,-116.8298735963898
269,260.02299999999997,497.171,2.0,-91.92128257578439,-115.42797818862583
270,260.223,497.171,2.0,-92.35340038839034,-130.32072298302705
271,260.423,497.171,2.0,-93.34183886184249,-135.80685347136563
272,260.623,497.171,2.0,-95.03573712975168,-109.28599185923979
273,260.823,497.171,2.0,-93.70631837275981,-108.9790954968934
274,261.02299999999997,497.171,2.0,-93.89461613033967,-108.93312466681606
275,261.223,497.171,2.0,-95.39061111053724,-108.70921568663762
276,261.423,497.171,2.0,-98.98343927094773,-109.28983788540938
277,261.623,497.171,2.0,-104.65744741700539,-126.01474934797974
278,261.823,497.171,2.0,-103.04219691956294,-124.8320262498464
279,262.02299999999997,497.171,2.0,-100.37145152810866,-126.36326893084896
280,262.223,497.171,2.0,-97.59423425282418,-116.1917589995432
281,262.423,497.171,2.0,-95.11180225019447,-129.21184899498334
282,262.623,497.171,2.0,-93.02746179100497,-124.06012671652203
283,262.823,497.171,2.0,-91.33885007474818,-113.45374559529066
284,263.02299999999997,497.171,2.0,-90.01193310515823,-116.10915748007214
285,263.223,497.171,2.0,-89.00861019897351,-117.53153809689253
286,263.423,497.171,2.0,-88.29307621652228,-125.30674744901211
287,263.623,497.171,2.0,-87.83309738961458,-117.31783171503922
288,263.823,497.171,2.0,-87.6009973427416,-119.75361411764388
289,264.02299999999997,497.171,2.0,-87.57034639205594,-128.83559587616907
290,264.223,497.171,2.0,-87.71781460575211,-121.5830970423211
291,264.423,497.171,2.0,-88.01756087435889,-134.6049722352445
292,264.623,497.171,2.0,-88.44222762495937,-133.26028870369794
293,264.823,497.171,2.0,-88.96271059741511,-134.71074382580053
294,265.02299999999997,497.171,2.0,-89.5443491541121,-122.7406121861258
295,265.223,497.171,2.0,-90.15050948923366,-126.27281027402007
296,265.423,497.171,2.0,-90.73984399744008,-125.32268301327953
297,265.623,497.171,2.0,-91.2702411183692,-131.7897572311902
298,265.823,497.171,2.0,-91.69976139893231,-146.80335099150403
299,266.02299999999997,497.171,2.0,-91.99066962539398,-130.9758106278081
300,266.223,497.171,2.0,-92.11411394819228,-140.01180546386533
301,266.423,497.171,2.0,-92.05641154665042,-134.889178558984
302,266.623,497.171,2.0,-91.82674792468868,-115.82957540137471
303,266.823,497.171,2.0,-91.45517304056153,-115.20442767702546
304,267.02299999999997,497.171,2.0,-90.98170924197288,-114.75152692184406
305,267.223,497.171,2.0,-90.45332913045365,-115.53185120195019
306,267.423,497.171,2.0,-89.91154797818808,-115.74952827400975
307,267.623,497.171,2.0,-89.38704915833424,-115.80564291154069
308,267.823,497.171,2.0,-88.90172574164318,-159.30109397349486
309,268.02299999999997,497.171,2.0,-88.4690370918996,-118.30977449947981
310,268.223,497.171,2.0,-88.09458675976266,-139.3647007245212
311,268.423,497.171,2.0,-87.78013008448238,-119.57668602285013
312,268.623,497.171,2.0,-87.52289300538638,-122.67322869105118
313,268.823,497.171,2.0,-87.31768192556173,-128.55843092845905
314,269.02299999999997,497.171,2.0,-87.15791221228392,-141.3840713240104
315,269.223,497.171,2.0,-87.0372450378588,-135.0102783503811
316,269.423,497.171,2.0,-86.94765294330702,-133.28801753145436
317,269.623,497.171,2.0,-86.88340833937588,-124.5867622536488
318,269.823,497.171,2.0,-86.83781738737258,-133.62144506486118
319,270.02299999999997,497.171,2.0,-86.80758086794981,-132.9716462620993
320,270.223,497.171,2.0,-86.7901805058853,-121.01170247753329
321,270.423,497.171,2.0,-86.78580656678106,-118.83703929605518
322,270.623,497.171,2.0,-86.79443684293666,-117.19807242079227
323,270.823,497.171,2.0,-86.81905299465046,-116.1040525798302
324,271.02299999999997,497.171,2.0,-86.86169818342859,-115.79722900060497
325,271.223,497.171,2.0,-86.92552030347436,-116.59239717128096
326,271.423,497.171,2.0,-87.01302288699134,-131.25874154262473
327,271.623,497.171,2.0,-87.12692190929873,-144.5640831286228
328,271.823,497.171,2.0,-87.26828424167807,-114.20285841504523
329,272.02299999999997,497.171,2.0,-87.43752512036625,-114.438174675109
330,272.223,497.171,2.0,-87.63426207137081,-116.35922692728249
331,272.423,497.171,2.0,-87.85751905712608,-128.59798332543986
332,272.623,497.171,2.0,-88.1042796029128,-116.37625033641675
333,272.823,497.171,2.0,-88.37125452045996,-134.4773580637937
334,273.02299999999997,497.171,2.0,-88.65372516196831,-135.22261068194905
335,273.223,497.171,2.0,-88.94749026819355,-139.09580924524877
336,273.423,497.171,2.0,-89.24706039910369,-119.23899359745364
337,273.623,497.171,2.0,-89.54667588644259,-119.5254547728664
338,273.823,497.171,2.0,-89.84074249585028,-119.6676343572056
339,274.02299999999997,497.171,2.0,-90.12466003683066,-120.60419273478153
340,274.223,497.171,2.0,-90.39380735842275,-122.24601983020877
341,274.423,497.171,2.0,-90.64446897439971,-123.9986622663176
342,274.623,497.171,2.0,-90.87378560465854,-127.06116597263954
343,274.823,497.171,2.0,-91.0787305195822,-132.9611929601453
344,275.02299999999997,497.171,2.0,-91.25758202355277,-144.83942759250812
345,275.223,497.171,2.0,-91.40664648923043,-147.29122922389766
346,275.423,497.171,2.0,-91.5236940699655,-136.84070150488574
347,275.623,497.171,2.0,-91.60462950243428,-128.93506118352028
348,275.823,497.171,2.0,-91.64666193964598,-124.83084119468822
349,276.02299999999997,497.171,2.0,-91.64470078925673,-135.80726783892135
350,276.223,497.171,2.0,-91.59614515100694,-134.99657632581886
351,276.423,497.171,2.0,-91.49889885325679,-123.19877663372557
352,276.623,497.171,2.0,-91.3527808765534,-119.84472402182081
353,276.823,497.171,2.0,-91.16086071585323,-117.57617082508699
354,277.02299999999997,497.171,2.0,-90.92712660593537,-117.04975186893029
355,277.223,497.171,2.0,-90.65883488871565,-131.13720553586313
356,277.423,497.171,2.0,-90.36291826039636,-119.14274924917392
357,277.623,497.171,2.0,-90.048760968165,-117.59612188759634
358,277.823,497.171,2.0,-89.72453513178186,-115.67003794305111
359,278.02299999999997,497.171,2.0,-89.3980097948583,-131.2806556236067
360,278.223,497.171,2.0,-89.07643537556787,-115.43117713642756
361,278.423,497.171,2.0,-88.76549009707291,-126.85375134953661
362,242.423,497.371,2.0,-66.60846235319079,-95.51637881573994
363,242.623,497.371,2.0,-68.3910073951879,-95.99541189587754
364,242.82299999999998,497.371,2.0,-70.45445271782724,-101.57261488449736
365,243.023,497.371,2.0,-70.46495683204064,-93.46199517523432
366,243.22299999999998,497.371,2.0,-69.99205737140842,-102.47652048387732
367,243.423,497.371,2.0,-71.03002512036129,-107.6844646052537
368,243.623,497.371,2.0,-72.37234309863838,-103.57678404019461
369,243.82299999999998,497.371,2.0,-73.29070973521355,-121.64515359450297
370,244.023,497.371,2.0,-74.47112754655203,-122.63531224826372
371,244.22299999999998,497.371,2.0,-75.48488034064134,-100.6446243258759
372,244.423,497.371,2.0,-77.1148015367308,-137.1868679351924
373,244.623,497.371,2.0,-79.84140535345618,-135.11742887157294
374,244.82299999999998,497.371,2.0,-82.66232368754802,-99.78818672420958
375,245.023,497.371,2.0,-82.87859590719034,-100.45875132081716
376,245.22299999999998,497.371,2.0,-82.31358217189555,-126.53732788393945
377,245.423,497.371,2.0,-83.37231169410788,-129.39945164666153
378,245.623,497.371,2.0,-86.53774582234769,-103.60087959005486
379,245.82299999999998,497.371,2.0,-89.05425105402095,-101.9966997914993
380,246.023,497.371,2.0,-86.67158306852366,-129.17571582933394
381,246.22299999999998,497.371,2.0,-85.246436644064,-114.90035131502808
382,246.423,497.371,2.0,-86.72174395965641,-124.85375546940725
383,246.623,497.371,2.0,-93.42311442827298,-105.64420159718057
384,246.82299999999998,497.371,2.0,-93.88252933680982,-130.73323423902994
385,247.023,497.371,2.0,-84.93693958914321,-171.2824414217687
386,247.22299999999998,497.371,2.0,-81.33182564010193,-129.83855885092473
387,247.423,497.371,2.0,-80.05523976144696,-120.30104227136044
388,247.623,497.371,2.0,-80.51944004046268,-122.39804552970655
389,247.82299999999998,497.371,2.0,-82.89802470831391,-106.7902684618254
390,248.023,497.371,2.0,-88.68951300039694,-107.54673220655226
391,248.22299999999998,497.371,2.0,-102.14775213031632,-111.67422946057498
392,248.423,497.371,2.0,-87.30362822564135,-125.96754992772517
393,248.623,497.371,2.0,-82.77773945414137,-127.86584675515479
394,248.82299999999998,497.371,2.0,-80.97021924412283,-111.01765483923842
395,249.023,497.371,2.0,-80.73195523780491,-120.81530955214424
396,249.22299999999998,497.371,2.0,-81.81866909812794,-110.05772873873205
397,249.423,497.371,2.0,-84.42109812425312,-112.8286216453678
398,249.623,497.371,2.0,-89.56983357325865,-119.5469607953655
399,249.82299999999998,497.371,2.0,-104.31822739092274,-131.99610776974072
400,250.023,497.371,2.0,-93.4325580379145,-118.58055537067399
401,250.22299999999998,497.371,2.0,-87.76561082292918,-124.89905451573324
402,250.423,497.371,2.0,-85.50160244772917,-119.1528988561424
403,250.623,497.371,2.0,-84.82531939263829,-119.90612909163352
404,250.82299999999998,497.371,2.0,-85.25119275357157,-119.77828464245206
405,251.023,497.371,2.0,-86.62371918352781,-120.98904187916092
406,251.22299999999998,497.371,2.0,-85.22758298698305,-101.23368129117382
407,251.423,497.371,2.0,-101.1843896294011,-100.75748231441437
408,251.623,497.371,2.0,-89.11232900075454,-100.89197042046257
409,251.82299999999998,497.371,2.0,-91.48188732929684,-106.54314941372043
410,252.023,497.371,2.0,-100.12886002876814,-107.80314022640303
411,252.22299999999998,497.371,2.0,-88.66816147507794,-106.67852659173185
412,252.423,497.371,2.0,-90.30577337116281,-104.5620305369228
413,252.623,497.371,2.0,-101.90660762067867,-105.40804177992548
414,252.82299999999998,497.371,2.0,-90.87281286178228,-108.18790389743344
415,253.023,497.371,2.0,-92.86253530988354,-105.50658684043253
416,253.22299999999998,497.371,2.0,-93.96229951228997,-123.9417908414807
417,253.423,497.371,2.0,-95.70417487068511,-130.10790008777892
418,253.623,497.371,2.0,-96.97554171080519,-123.66466596367077
419,253.82299999999998,497.371,2.0,-94.52854987527267,-130.74528587573386
